student_id,event_timestamp,target,programming,database,problem_solving,communication,cloud_computing,teamwork,aptitude,industry_programming_requirement,industry_database_requirement,industry_problem_solving_requirement,industry_communication_requirement,industry_cloud_computing_requirement,industry_teamwork_requirement,industry_aptitude_requirement,programming_gap,database_gap,problem_solving_gap,communication_gap,cloud_computing_gap,teamwork_gap,aptitude_gap,technical_skill_avg,industry_requirement_avg,calculated_skill_gap,requirement_difference
CSE2611133,2026-08-01 18:52:00+00:00,Medium,2,3,3,3,4,3,4,4,5,3,4,4,4,5,2,2,0,1,0,1,1,3.142857142857143,4.142857142857143,1.0,1.0000000000000004
CSE2611134,2026-08-01 18:53:00+00:00,High,1,2,3,3,3,4,2,4,4,5,3,5,5,4,3,2,2,0,2,1,2,2.5714285714285716,4.285714285714286,1.7142857142857142,1.714285714285714
CSE2611135,2026-08-01 18:54:00+00:00,High,1,5,2,3,3,2,3,4,4,4,5,5,4,4,3,0,2,2,2,2,1,2.7142857142857144,4.285714285714286,1.7142857142857142,1.5714285714285712
CSE2611136,2026-08-01 18:55:00+00:00,Low,4,5,3,4,3,4,4,4,4,3,5,5,5,3,0,0,0,1,2,1,0,3.857142857142857,4.142857142857143,0.5714285714285714,0.28571428571428603
CSE2611137,2026-08-01 18:56:00+00:00,Low,4,3,5,3,3,3,3,4,4,3,4,3,4,4,0,1,0,1,0,1,1,3.4285714285714284,3.7142857142857144,0.5714285714285714,0.28571428571428603
CSE2611138,2026-08-01 18:57:00+00:00,High,3,1,3,2,3,4,2,4,4,4,5,5,4,3,1,3,1,3,2,0,1,2.5714285714285716,4.142857142857143,1.5714285714285714,1.5714285714285716
CSE2611139,2026-08-01 18:58:00+00:00,Medium,4,1,3,4,4,4,3,5,4,4,4,4,3,4,1,3,1,0,0,0,1,3.2857142857142856,4.0,0.8571428571428571,0.7142857142857144
CSE2611140,2026-08-01 18:59:00+00:00,High,3,2,3,3,4,2,2,4,5,5,5,5,4,5,1,3,2,2,1,2,3,2.7142857142857144,4.714285714285714,2.0,2.0
CSE2611141,2026-08-01 19:00:00+00:00,Low,5,3,4,3,4,2,5,5,3,4,4,4,4,5,0,0,0,1,0,2,0,3.7142857142857144,4.142857142857143,0.42857142857142855,0.4285714285714288
CSE2611142,2026-08-01 19:01:00+00:00,Medium,2,1,3,5,3,4,4,4,5,4,3,4,4,4,2,4,1,0,1,0,0,3.142857142857143,4.0,1.1428571428571428,0.8571428571428572
CSE2611143,2026-08-01 19:02:00+00:00,Medium,4,2,3,1,4,5,3,4,4,4,4,4,4,4,0,2,1,3,0,0,1,3.142857142857143,4.0,1.0,0.8571428571428572
CSE2611144,2026-08-01 19:03:00+00:00,High,4,4,1,4,1,2,4,5,5,4,4,5,4,4,1,1,3,0,4,2,0,2.857142857142857,4.428571428571429,1.5714285714285714,1.5714285714285716
CSE2611145,2026-08-01 19:04:00+00:00,Low,3,4,5,4,3,2,4,4,4,4,3,5,3,4,1,0,0,0,2,1,0,3.5714285714285716,3.857142857142857,0.5714285714285714,0.2857142857142856
CSE2611146,2026-08-01 19:05:00+00:00,Medium,4,4,3,4,4,3,2,5,4,4,4,4,5,5,1,0,1,0,0,2,3,3.4285714285714284,4.428571428571429,1.0,1.0000000000000004
CSE2611147,2026-08-01 19:06:00+00:00,Medium,1,5,4,2,3,5,4,4,5,4,5,5,5,3,3,0,0,3,2,0,0,3.4285714285714284,4.428571428571429,1.1428571428571428,1.0000000000000004
CSE2611148,2026-08-01 19:07:00+00:00,High,2,4,1,3,3,3,3,4,5,3,5,4,4,5,2,1,2,2,1,1,2,2.7142857142857144,4.285714285714286,1.5714285714285714,1.5714285714285712
CSE2611149,2026-08-01 19:08:00+00:00,Low,4,3,5,1,4,2,3,3,3,5,4,3,3,4,0,0,0,3,0,1,1,3.142857142857143,3.5714285714285716,0.7142857142857143,0.4285714285714288
CSE2611150,2026-08-01 19:09:00+00:00,High,2,5,1,4,4,1,3,4,4,5,5,4,4,4,2,0,4,1,0,3,1,2.857142857142857,4.285714285714286,1.5714285714285714,1.4285714285714284
CSE2611151,2026-08-01 19:10:00+00:00,Low,4,5,4,4,3,3,4,3,4,4,4,4,4,4,0,0,0,0,1,1,0,3.857142857142857,3.857142857142857,0.2857142857142857,0.0
CSE2611152,2026-08-01 19:11:00+00:00,Medium,5,2,3,2,3,1,4,4,3,4,3,5,4,5,0,1,1,1,2,3,1,2.857142857142857,4.0,1.2857142857142858,1.1428571428571428
CSE2611153,2026-08-01 19:12:00+00:00,Medium,4,2,1,3,2,2,4,4,3,5,4,4,4,4,0,1,4,1,2,2,0,2.5714285714285716,4.0,1.4285714285714286,1.4285714285714284
CSE2611154,2026-08-01 19:13:00+00:00,Medium,4,4,4,4,3,3,1,4,4,5,4,4,4,5,0,0,1,0,1,1,4,3.2857142857142856,4.285714285714286,1.0,1.0
CSE2611155,2026-08-01 19:14:00+00:00,High,2,2,1,3,1,1,3,5,5,3,5,4,3,5,3,3,2,2,3,2,2,1.8571428571428572,4.285714285714286,2.4285714285714284,2.4285714285714284
CSE2611156,2026-08-01 19:15:00+00:00,High,2,4,1,3,3,4,2,4,5,4,4,4,5,4,2,1,3,1,1,1,2,2.7142857142857144,4.285714285714286,1.5714285714285714,1.5714285714285712
CSE2611157,2026-08-01 19:16:00+00:00,Medium,3,3,2,3,2,3,4,4,4,4,5,4,5,4,1,1,2,2,2,2,0,2.857142857142857,4.285714285714286,1.4285714285714286,1.4285714285714284
CSE2611158,2026-08-01 19:17:00+00:00,High,3,1,3,3,2,2,3,4,5,4,5,4,5,5,1,4,1,2,2,3,2,2.4285714285714284,4.571428571428571,2.142857142857143,2.142857142857143
CSE2611159,2026-08-01 19:18:00+00:00,Medium,4,3,3,3,3,3,2,4,4,4,3,5,4,4,0,1,1,0,2,1,2,3.0,4.0,1.0,1.0
CSE2611160,2026-08-01 19:19:00+00:00,Medium,4,5,2,3,4,3,3,4,4,4,5,5,4,4,0,0,2,2,1,1,1,3.4285714285714284,4.285714285714286,1.0,0.8571428571428572
CSE2611161,2026-08-01 19:20:00+00:00,Medium,3,3,3,2,5,1,5,4,5,4,4,4,4,4,1,2,1,2,0,3,0,3.142857142857143,4.142857142857143,1.2857142857142858,1.0000000000000004
CSE2611162,2026-08-01 19:21:00+00:00,High,1,2,2,4,4,2,4,4,4,5,4,3,5,4,3,2,3,0,0,3,0,2.7142857142857144,4.142857142857143,1.5714285714285714,1.4285714285714288
CSE2611163,2026-08-01 19:22:00+00:00,Medium,5,4,3,2,4,3,3,4,4,4,5,4,4,4,0,0,1,3,0,1,1,3.4285714285714284,4.142857142857143,0.8571428571428571,0.7142857142857149
CSE2611164,2026-08-01 19:23:00+00:00,High,2,4,3,1,3,3,4,4,4,5,5,5,4,4,2,0,2,4,2,1,0,2.857142857142857,4.428571428571429,1.5714285714285714,1.5714285714285716
CSE2611165,2026-08-01 19:24:00+00:00,Medium,5,3,4,4,3,3,2,5,3,4,4,4,5,5,0,0,0,0,1,2,3,3.4285714285714284,4.285714285714286,0.8571428571428571,0.8571428571428572
CSE2611166,2026-08-01 19:25:00+00:00,High,1,2,1,4,4,1,5,5,4,5,5,3,4,5,4,2,4,1,0,3,0,2.5714285714285716,4.428571428571429,2.0,1.8571428571428572
CSE2611167,2026-08-01 19:26:00+00:00,Medium,4,3,3,3,3,3,2,3,5,4,4,5,3,5,0,2,1,1,2,0,3,3.0,4.142857142857143,1.2857142857142858,1.1428571428571432
CSE2611168,2026-08-01 19:27:00+00:00,Medium,4,5,5,2,5,4,1,3,4,5,4,4,4,5,0,0,0,2,0,0,4,3.7142857142857144,4.142857142857143,0.8571428571428571,0.4285714285714288
CSE2611169,2026-08-01 19:28:00+00:00,Medium,1,3,5,3,2,4,4,4,4,4,4,3,5,5,3,1,0,1,1,1,1,3.142857142857143,4.142857142857143,1.1428571428571428,1.0000000000000004
CSE2611170,2026-08-01 19:29:00+00:00,Medium,3,3,2,3,3,3,5,5,4,4,3,4,3,4,2,1,2,0,1,0,0,3.142857142857143,3.857142857142857,0.8571428571428571,0.7142857142857144
CSE2611171,2026-08-01 19:30:00+00:00,Medium,3,4,2,5,3,1,1,4,4,5,4,4,4,3,1,0,3,0,1,3,2,2.7142857142857144,4.0,1.4285714285714286,1.2857142857142856
CSE2611172,2026-08-01 19:31:00+00:00,Medium,3,3,3,4,1,3,4,3,3,3,5,4,5,5,0,0,0,1,3,2,1,3.0,4.0,1.0,1.0
CSE2611173,2026-08-01 19:32:00+00:00,Low,5,4,4,4,4,3,3,3,4,5,4,5,4,5,0,0,1,0,1,1,2,3.857142857142857,4.285714285714286,0.7142857142857143,0.4285714285714284
CSE2611174,2026-08-01 19:33:00+00:00,Low,4,4,4,4,4,3,4,4,4,4,4,4,4,4,0,0,0,0,0,1,0,3.857142857142857,4.0,0.14285714285714285,0.1428571428571428
CSE2611175,2026-08-01 19:34:00+00:00,Low,2,4,4,5,4,4,4,3,5,5,4,3,4,3,1,1,1,0,0,0,0,3.857142857142857,3.857142857142857,0.42857142857142855,0.0
CSE2611176,2026-08-01 19:35:00+00:00,Medium,3,5,3,5,3,4,2,4,4,5,5,3,5,4,1,0,2,0,0,1,2,3.5714285714285716,4.285714285714286,0.8571428571428571,0.714285714285714
CSE2611177,2026-08-01 19:36:00+00:00,High,3,4,3,3,1,4,1,5,4,4,5,5,4,3,2,0,1,2,4,0,2,2.7142857142857144,4.285714285714286,1.5714285714285714,1.5714285714285712
CSE2611178,2026-08-01 19:37:00+00:00,Low,3,3,3,4,2,3,4,4,3,4,5,3,4,4,1,0,1,1,1,1,0,3.142857142857143,3.857142857142857,0.7142857142857143,0.7142857142857144
CSE2611179,2026-08-01 19:38:00+00:00,Low,3,5,5,3,3,4,2,3,4,3,3,4,3,4,0,0,0,0,1,0,2,3.5714285714285716,3.4285714285714284,0.42857142857142855,-0.14285714285714324
CSE2611180,2026-08-01 19:39:00+00:00,Medium,3,3,2,2,5,2,3,4,4,3,5,3,3,4,1,1,1,3,0,1,1,2.857142857142857,3.7142857142857144,1.1428571428571428,0.8571428571428572
CSE2611181,2026-08-01 19:40:00+00:00,Medium,4,3,2,4,3,2,3,4,4,4,3,4,5,5,0,1,2,0,1,3,2,3.0,4.142857142857143,1.2857142857142858,1.1428571428571432
CSE2611182,2026-08-01 19:41:00+00:00,High,1,4,1,4,3,4,3,5,5,5,4,4,4,5,4,1,4,0,1,0,2,2.857142857142857,4.571428571428571,1.7142857142857142,1.714285714285714
CSE2611183,2026-08-01 19:42:00+00:00,High,2,2,2,3,3,1,4,4,4,5,4,4,4,4,2,2,3,1,1,3,0,2.4285714285714284,4.142857142857143,1.7142857142857142,1.7142857142857149
CSE2611184,2026-08-01 19:43:00+00:00,Low,2,3,5,4,4,3,4,4,4,4,3,4,4,4,2,1,0,0,0,1,0,3.5714285714285716,3.857142857142857,0.5714285714285714,0.2857142857142856
CSE2611185,2026-08-01 19:44:00+00:00,Low,2,3,5,3,4,3,3,4,4,3,4,3,4,3,2,1,0,1,0,1,0,3.2857142857142856,3.5714285714285716,0.7142857142857143,0.28571428571428603
CSE2611186,2026-08-01 19:45:00+00:00,Medium,3,2,3,4,3,4,3,5,4,3,3,4,4,4,2,2,0,0,1,0,1,3.142857142857143,3.857142857142857,0.8571428571428571,0.7142857142857144
CSE2611187,2026-08-01 19:46:00+00:00,Medium,3,2,2,5,3,4,4,4,4,4,4,4,3,4,1,2,2,0,1,0,0,3.2857142857142856,3.857142857142857,0.8571428571428571,0.5714285714285716
CSE2611188,2026-08-01 19:47:00+00:00,Medium,1,3,1,5,4,5,3,3,4,5,4,4,3,3,2,1,4,0,0,0,0,3.142857142857143,3.7142857142857144,1.0,0.5714285714285716
CSE2611189,2026-08-01 19:48:00+00:00,Medium,1,4,4,4,2,4,5,5,5,3,5,4,4,5,4,1,0,1,2,0,0,3.4285714285714284,4.428571428571429,1.1428571428571428,1.0000000000000004
CSE2611190,2026-08-01 19:49:00+00:00,Medium,3,3,3,5,2,5,5,4,4,5,4,4,5,4,1,1,2,0,2,0,0,3.7142857142857144,4.285714285714286,0.8571428571428571,0.5714285714285712
CSE2611191,2026-08-01 19:50:00+00:00,Medium,5,2,4,4,3,2,3,4,4,4,4,4,4,4,0,2,0,0,1,2,1,3.2857142857142856,4.0,0.8571428571428571,0.7142857142857144
CSE2611192,2026-08-01 19:51:00+00:00,Medium,2,3,4,4,4,2,3,3,4,4,4,5,5,4,1,1,0,0,1,3,1,3.142857142857143,4.142857142857143,1.0,1.0000000000000004
CSE2611193,2026-08-01 19:52:00+00:00,Low,4,5,4,2,3,4,2,3,5,3,5,3,4,4,0,0,0,3,0,0,2,3.4285714285714284,3.857142857142857,0.7142857142857143,0.4285714285714288
CSE2611194,2026-08-01 19:53:00+00:00,Medium,3,4,4,2,5,3,5,4,5,5,5,5,4,3,1,1,1,3,0,1,0,3.7142857142857144,4.428571428571429,1.0,0.7142857142857144
CSE2611195,2026-08-01 19:54:00+00:00,Low,4,2,3,3,3,4,2,3,4,3,3,5,4,3,0,2,0,0,2,0,1,3.0,3.5714285714285716,0.7142857142857143,0.5714285714285716
CSE2611196,2026-08-01 19:55:00+00:00,Low,3,3,5,3,3,3,4,3,4,4,3,5,3,5,0,1,0,0,2,0,1,3.4285714285714284,3.857142857142857,0.5714285714285714,0.4285714285714288
CSE2611197,2026-08-01 19:56:00+00:00,High,3,3,2,4,3,3,2,4,5,4,5,4,5,4,1,2,2,1,1,2,2,2.857142857142857,4.428571428571429,1.5714285714285714,1.5714285714285716
CSE2611198,2026-08-01 19:57:00+00:00,Medium,3,3,2,4,2,2,3,5,4,4,4,3,3,4,2,1,2,0,1,1,1,2.7142857142857144,3.857142857142857,1.1428571428571428,1.1428571428571428
CSE2611199,2026-08-01 19:58:00+00:00,Low,4,3,3,3,4,4,1,3,4,3,5,4,4,3,0,1,0,2,0,0,2,3.142857142857143,3.7142857142857144,0.7142857142857143,0.5714285714285716
CSE2611200,2026-08-01 19:59:00+00:00,Medium,5,1,4,2,3,3,4,4,4,5,4,4,4,3,0,3,1,2,1,1,0,3.142857142857143,4.0,1.1428571428571428,0.8571428571428572
CSE2611201,2026-08-01 20:00:00+00:00,Medium,2,3,4,2,3,4,3,4,4,4,5,5,3,4,2,1,0,3,2,0,1,3.0,4.142857142857143,1.2857142857142858,1.1428571428571432
CSE2611202,2026-08-01 20:01:00+00:00,High,1,3,3,4,3,1,1,4,5,4,5,4,4,4,3,2,1,1,1,3,3,2.2857142857142856,4.285714285714286,2.0,2.0
CSE2611203,2026-08-01 20:02:00+00:00,Medium,3,3,3,5,4,3,3,4,4,5,4,4,4,4,1,1,2,0,0,1,1,3.4285714285714284,4.142857142857143,0.8571428571428571,0.7142857142857149
CSE2611204,2026-08-01 20:03:00+00:00,Low,3,3,4,2,3,4,4,3,4,5,4,4,4,4,0,1,1,2,1,0,0,3.2857142857142856,4.0,0.7142857142857143,0.7142857142857144
CSE2611205,2026-08-01 20:04:00+00:00,Medium,2,5,1,4,4,3,3,4,5,3,5,4,4,4,2,0,2,1,0,1,1,3.142857142857143,4.142857142857143,1.0,1.0000000000000004
CSE2611206,2026-08-01 20:05:00+00:00,Medium,3,3,3,3,1,4,4,4,3,4,4,4,3,4,1,0,1,1,3,0,0,3.0,3.7142857142857144,0.8571428571428571,0.7142857142857144
CSE2611207,2026-08-01 20:06:00+00:00,Medium,4,3,2,2,3,3,3,4,4,4,4,5,4,4,0,1,2,2,2,1,1,2.857142857142857,4.142857142857143,1.2857142857142858,1.285714285714286
CSE2611208,2026-08-01 20:07:00+00:00,Medium,4,3,2,3,3,3,3,5,4,5,4,4,5,4,1,1,3,1,1,2,1,3.0,4.428571428571429,1.4285714285714286,1.4285714285714288
CSE2611209,2026-08-01 20:08:00+00:00,Low,3,3,5,3,3,3,4,3,4,4,4,4,4,5,0,1,0,1,1,1,1,3.4285714285714284,4.0,0.7142857142857143,0.5714285714285716
CSE2611210,2026-08-01 20:09:00+00:00,Medium,3,4,3,3,4,4,2,4,4,4,4,4,4,5,1,0,1,1,0,0,3,3.2857142857142856,4.142857142857143,0.8571428571428571,0.8571428571428577
CSE2611211,2026-08-01 20:10:00+00:00,Medium,4,5,2,3,4,5,2,5,4,4,4,4,4,5,1,0,2,1,0,0,3,3.5714285714285716,4.285714285714286,1.0,0.714285714285714
CSE2611212,2026-08-01 20:11:00+00:00,Low,4,4,4,3,4,2,4,4,4,3,3,3,4,4,0,0,0,0,0,2,0,3.5714285714285716,3.5714285714285716,0.2857142857142857,0.0
CSE2611213,2026-08-01 20:12:00+00:00,Medium,3,2,5,4,4,3,3,4,5,4,4,4,4,4,1,3,0,0,0,1,1,3.4285714285714284,4.142857142857143,0.8571428571428571,0.7142857142857149
CSE2611214,2026-08-01 20:13:00+00:00,Medium,3,1,3,5,3,4,4,5,4,4,5,5,4,4,2,3,1,0,2,0,0,3.2857142857142856,4.428571428571429,1.1428571428571428,1.1428571428571432
CSE2611215,2026-08-01 20:14:00+00:00,Low,3,4,4,4,4,3,4,3,4,4,4,5,3,4,0,0,0,0,1,0,0,3.7142857142857144,3.857142857142857,0.14285714285714285,0.1428571428571428
CSE2611216,2026-08-01 20:15:00+00:00,Low,3,3,4,3,4,2,3,4,4,4,4,3,3,3,1,1,0,1,0,1,0,3.142857142857143,3.5714285714285716,0.5714285714285714,0.4285714285714288
CSE2611217,2026-08-01 20:16:00+00:00,Low,4,3,4,3,3,3,3,4,4,4,3,4,4,4,0,1,0,0,1,1,1,3.2857142857142856,3.857142857142857,0.5714285714285714,0.5714285714285716
CSE2611218,2026-08-01 20:17:00+00:00,Low,3,3,3,2,3,5,4,4,4,4,4,3,5,4,1,1,1,2,0,0,0,3.2857142857142856,4.0,0.7142857142857143,0.7142857142857144
CSE2611219,2026-08-01 20:18:00+00:00,Medium,3,5,4,2,5,3,3,5,3,5,4,4,5,3,2,0,1,2,0,2,0,3.5714285714285716,4.142857142857143,1.0,0.5714285714285716
CSE2611220,2026-08-01 20:19:00+00:00,Medium,2,3,5,3,5,1,4,5,4,3,5,4,5,3,3,1,0,2,0,4,0,3.2857142857142856,4.142857142857143,1.4285714285714286,0.8571428571428577
CSE2611221,2026-08-01 20:20:00+00:00,Medium,4,2,2,4,4,1,3,4,3,4,4,5,4,4,0,1,2,0,1,3,1,2.857142857142857,4.0,1.1428571428571428,1.1428571428571428
CSE2611222,2026-08-01 20:21:00+00:00,Medium,1,3,2,4,2,1,3,3,3,4,5,3,3,5,2,0,2,1,1,2,2,2.2857142857142856,3.7142857142857144,1.4285714285714286,1.4285714285714288
CSE2611223,2026-08-01 20:22:00+00:00,Low,2,3,4,3,5,3,4,4,3,4,5,3,4,3,2,0,0,2,0,1,0,3.4285714285714284,3.7142857142857144,0.7142857142857143,0.28571428571428603
CSE2611224,2026-08-01 20:23:00+00:00,Medium,3,4,4,3,4,1,3,5,4,5,4,4,5,4,2,0,1,1,0,4,1,3.142857142857143,4.428571428571429,1.2857142857142858,1.285714285714286
CSE2611225,2026-08-01 20:24:00+00:00,Medium,4,3,2,2,3,2,3,4,4,5,3,4,5,4,0,1,3,1,1,3,1,2.7142857142857144,4.142857142857143,1.4285714285714286,1.4285714285714288
CSE2611226,2026-08-01 20:25:00+00:00,Low,4,2,4,3,4,4,4,3,5,4,4,5,3,4,0,3,0,1,1,0,0,3.5714285714285716,4.0,0.7142857142857143,0.4285714285714284
CSE2611227,2026-08-01 20:26:00+00:00,Low,4,2,4,5,4,3,1,4,3,4,3,4,4,4,0,1,0,0,0,1,3,3.2857142857142856,3.7142857142857144,0.7142857142857143,0.4285714285714288
CSE2611228,2026-08-01 20:27:00+00:00,Medium,4,4,4,5,2,3,3,5,3,5,4,4,4,4,1,0,1,0,2,1,1,3.5714285714285716,4.142857142857143,0.8571428571428571,0.5714285714285716
CSE2611229,2026-08-01 20:28:00+00:00,Medium,3,3,3,2,3,3,4,4,5,3,4,4,5,4,1,2,0,2,1,2,0,3.0,4.142857142857143,1.1428571428571428,1.1428571428571432
CSE2611230,2026-08-01 20:29:00+00:00,Medium,3,4,3,3,3,3,1,3,4,5,4,3,3,4,0,0,2,1,0,0,3,2.857142857142857,3.7142857142857144,0.8571428571428571,0.8571428571428572
CSE2611231,2026-08-01 20:30:00+00:00,Medium,2,3,2,4,2,4,2,5,3,5,3,4,3,4,3,0,3,0,2,0,2,2.7142857142857144,3.857142857142857,1.4285714285714286,1.1428571428571428
CSE2611232,2026-08-01 20:31:00+00:00,Low,5,3,4,3,3,2,4,4,4,4,5,3,3,3,0,1,0,2,0,1,0,3.4285714285714284,3.7142857142857144,0.5714285714285714,0.28571428571428603
CSE2611233,2026-08-01 20:32:00+00:00,Low,3,5,3,3,4,3,3,3,5,5,3,4,3,5,0,0,2,0,0,0,2,3.4285714285714284,4.0,0.5714285714285714,0.5714285714285716
CSE2611234,2026-08-01 20:33:00+00:00,Medium,2,5,4,1,2,4,3,4,4,4,4,4,4,5,2,0,0,3,2,0,2,3.0,4.142857142857143,1.2857142857142858,1.1428571428571432
CSE2611235,2026-08-01 20:34:00+00:00,Medium,4,2,2,4,2,3,3,3,5,5,4,4,4,4,0,3,3,0,2,1,1,2.857142857142857,4.142857142857143,1.4285714285714286,1.285714285714286
CSE2611236,2026-08-01 20:35:00+00:00,Medium,2,3,4,4,4,2,2,4,5,4,4,3,5,4,2,2,0,0,0,3,2,3.0,4.142857142857143,1.2857142857142858,1.1428571428571432
CSE2611237,2026-08-01 20:36:00+00:00,Medium,3,3,2,2,4,3,3,3,4,4,5,4,4,5,0,1,2,3,0,1,2,2.857142857142857,4.142857142857143,1.2857142857142858,1.285714285714286
CSE2611238,2026-08-01 20:37:00+00:00,Low,4,3,3,4,4,3,2,4,3,5,3,4,4,3,0,0,2,0,0,1,1,3.2857142857142856,3.7142857142857144,0.5714285714285714,0.4285714285714288
CSE2611239,2026-08-01 20:38:00+00:00,Low,4,5,5,4,4,3,3,3,5,4,4,5,3,4,0,0,0,0,1,0,1,4.0,4.0,0.2857142857142857,0.0
CSE2611240,2026-08-01 20:39:00+00:00,Medium,3,3,1,3,4,3,4,5,4,4,4,3,5,4,2,1,3,1,0,2,0,3.0,4.142857142857143,1.2857142857142858,1.1428571428571432
CSE2611241,2026-08-01 20:40:00+00:00,Medium,3,5,3,3,4,3,3,5,4,5,4,4,5,4,2,0,2,1,0,2,1,3.4285714285714284,4.428571428571429,1.1428571428571428,1.0000000000000004
CSE2611242,2026-08-01 20:41:00+00:00,High,4,3,4,2,3,3,2,5,4,5,5,4,5,4,1,1,1,3,1,2,2,3.0,4.571428571428571,1.5714285714285714,1.5714285714285712
CSE2611243,2026-08-01 20:42:00+00:00,Medium,2,5,5,3,3,4,3,4,4,5,4,5,5,5,2,0,0,1,2,1,2,3.5714285714285716,4.571428571428571,1.1428571428571428,0.9999999999999996
CSE2611244,2026-08-01 20:43:00+00:00,Low,4,4,3,2,3,3,4,4,4,4,3,4,4,4,0,0,1,1,1,1,0,3.2857142857142856,3.857142857142857,0.5714285714285714,0.5714285714285716
CSE2611245,2026-08-01 20:44:00+00:00,Medium,2,4,5,2,2,5,3,4,5,4,5,5,3,4,2,1,0,3,3,0,1,3.2857142857142856,4.285714285714286,1.4285714285714286,1.0
CSE2611246,2026-08-01 20:45:00+00:00,Medium,2,3,4,4,4,1,3,4,4,3,4,5,5,4,2,1,0,0,1,4,1,3.0,4.142857142857143,1.2857142857142858,1.1428571428571432
CSE2611247,2026-08-01 20:46:00+00:00,Medium,2,4,3,2,2,3,3,4,4,4,3,5,3,4,2,0,1,1,3,0,1,2.7142857142857144,3.857142857142857,1.1428571428571428,1.1428571428571428
CSE2611248,2026-08-01 20:47:00+00:00,High,2,2,3,1,3,3,2,5,4,5,4,4,3,4,3,2,2,3,1,0,2,2.2857142857142856,4.142857142857143,1.8571428571428572,1.8571428571428577
CSE2611249,2026-08-01 20:48:00+00:00,Medium,2,5,2,3,3,4,5,3,4,3,5,4,5,5,1,0,1,2,1,1,0,3.4285714285714284,4.142857142857143,0.8571428571428571,0.7142857142857149
CSE2611250,2026-08-01 20:49:00+00:00,Low,3,4,3,4,4,4,4,4,4,4,3,3,4,4,1,0,1,0,0,0,0,3.7142857142857144,3.7142857142857144,0.2857142857142857,0.0
CSE2611251,2026-08-01 20:50:00+00:00,High,3,1,1,3,2,5,2,5,4,4,4,3,4,3,2,3,3,1,1,0,1,2.4285714285714284,3.857142857142857,1.5714285714285714,1.4285714285714288
CSE2611252,2026-08-01 20:51:00+00:00,Medium,2,5,4,4,2,3,3,5,5,4,4,4,4,4,3,0,0,0,2,1,1,3.2857142857142856,4.285714285714286,1.0,1.0
CSE2611253,2026-08-01 20:52:00+00:00,High,3,2,2,4,1,5,4,4,5,4,5,5,5,4,1,3,2,1,4,0,0,3.0,4.571428571428571,1.5714285714285714,1.5714285714285712
CSE2611254,2026-08-01 20:53:00+00:00,Low,4,4,4,4,4,3,3,5,4,3,5,4,5,3,1,0,0,1,0,2,0,3.7142857142857144,4.142857142857143,0.5714285714285714,0.4285714285714288
CSE2611255,2026-08-01 20:54:00+00:00,Medium,3,3,3,3,3,4,3,5,4,4,3,3,4,5,2,1,1,0,0,0,2,3.142857142857143,4.0,0.8571428571428571,0.8571428571428572
CSE2611256,2026-08-01 20:55:00+00:00,Medium,4,4,2,2,4,2,3,3,4,4,4,4,4,5,0,0,2,2,0,2,2,3.0,4.0,1.1428571428571428,1.0
CSE2611257,2026-08-01 20:56:00+00:00,Medium,4,4,4,3,3,3,4,3,5,4,4,5,5,4,0,1,0,1,2,2,0,3.5714285714285716,4.285714285714286,0.8571428571428571,0.714285714285714
CSE2611258,2026-08-01 20:57:00+00:00,Medium,3,4,4,2,4,3,3,4,4,5,5,4,4,5,1,0,1,3,0,1,2,3.2857142857142856,4.428571428571429,1.1428571428571428,1.1428571428571432
CSE2611259,2026-08-01 20:58:00+00:00,High,3,2,3,2,2,3,2,4,4,4,5,3,5,5,1,2,1,3,1,2,3,2.4285714285714284,4.285714285714286,1.8571428571428572,1.8571428571428572
CSE2611260,2026-08-01 20:59:00+00:00,Medium,1,3,4,2,4,5,3,5,4,3,3,5,4,4,4,1,0,1,1,0,1,3.142857142857143,4.0,1.1428571428571428,0.8571428571428572
CSE2611261,2026-08-01 21:00:00+00:00,Medium,3,2,3,3,3,4,5,4,4,3,4,4,5,3,1,2,0,1,1,1,0,3.2857142857142856,3.857142857142857,0.8571428571428571,0.5714285714285716
CSE2611262,2026-08-01 21:01:00+00:00,Medium,3,2,3,4,4,4,2,4,4,4,5,5,5,4,1,2,1,1,1,1,2,3.142857142857143,4.428571428571429,1.2857142857142858,1.285714285714286
CSE2611263,2026-08-01 21:02:00+00:00,Low,3,4,2,3,5,4,2,4,4,5,3,3,3,3,1,0,3,0,0,0,1,3.2857142857142856,3.5714285714285716,0.7142857142857143,0.28571428571428603
CSE2611264,2026-08-01 21:03:00+00:00,Medium,3,3,4,3,2,4,4,5,4,3,4,4,4,5,2,1,0,1,2,0,1,3.2857142857142856,4.142857142857143,1.0,0.8571428571428577
CSE2611265,2026-08-01 21:04:00+00:00,Medium,3,3,4,4,4,2,3,3,4,5,3,4,5,5,0,1,1,0,0,3,2,3.2857142857142856,4.142857142857143,1.0,0.8571428571428577
CSE2611266,2026-08-01 21:05:00+00:00,Low,5,4,5,5,4,3,3,3,5,5,3,4,5,4,0,1,0,0,0,2,1,4.142857142857143,4.142857142857143,0.5714285714285714,0.0
CSE2611267,2026-08-01 21:06:00+00:00,High,3,3,1,4,2,3,2,4,5,3,5,4,5,4,1,2,2,1,2,2,2,2.5714285714285716,4.285714285714286,1.7142857142857142,1.714285714285714
